Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 E4B,4B,True,0.05,33.33,158.465,11.5288,"[131.0892, 165.9496]",12.6134,True,True,164.8016,165.1676,165.3734
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E4B,4B,False,0.05,100.0,31.2897,0.4331,"[30.7402, 31.9724]",12.6222,True,True,31.2512,31.3362,31.4002
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 E4B,4B,True,0.05,100.0,102.0613,21.2793,"[94.2490, 109.8736]",12.6049,True,True,100.633,128.6985,133.9329
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E4B,4B,False,0.05,100.0,25.5136,0.3923,"[25.3134, 26.1309]",12.6299,True,True,25.455,25.536,25.5735
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 E4B,4B,True,0.05,86.67,109.4827,22.3325,"[101.2837, 117.6816]",12.6122,True,True,104.4991,142.1284,149.1048
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E4B,4B,False,0.05,43.33,19.7051,1.0374,"[18.7342, 21.2219]",12.6416,True,True,19.0251,21.1241,21.1844
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 E4B,4B,True,0.05,93.33,108.9191,30.3652,"[97.7711, 120.0671]",12.6162,True,True,110.905,157.3889,163.1476
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E4B,4B,False,0.05,100.0,27.7615,0.4268,"[27.5525, 28.4489]",12.6304,True,True,27.6844,27.7812,27.8672
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 E4B,4B,True,0.05,100.0,97.5513,15.2356,"[81.3872, 134.3807]",12.6093,True,True,91.9775,117.9532,126.3921
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E4B,4B,False,0.05,100.0,37.0942,2.2425,"[31.6128, 39.0130]",12.5998,True,True,37.4258,38.9414,38.9927
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 E4B,4B,True,0.05,90.0,128.2658,21.8795,"[120.2332, 136.2984]",12.6055,True,True,126.9303,163.932,164.932
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E4B,4B,False,0.05,100.0,38.5311,6.4388,"[25.9233, 42.5647]",12.6344,True,True,42.3325,42.5169,42.5518
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 E4B,4B,True,0.05,80.0,150.5372,11.9825,"[127.0455, 165.1531]",12.6171,True,True,151.8446,164.9761,165.074
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E4B,4B,False,0.05,100.0,27.6054,1.3841,"[26.0911, 29.0568]",12.6261,True,True,28.5417,28.9801,29.0205
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 E4B,4B,True,0.05,70.0,137.217,29.4689,"[80.1176, 165.7608]",12.6029,True,True,150.7278,165.0754,165.1423
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E4B,4B,False,0.05,100.0,37.8012,1.1189,"[37.4876, 39.3568]",12.6077,True,True,37.5951,37.6909,37.7003
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 E4B,4B,True,0.05,63.33,152.0918,14.0083,"[125.4113, 165.2691]",12.6062,True,True,155.1245,165.1189,165.2124
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E4B,4B,False,0.05,100.0,38.0175,0.4041,"[37.7302, 38.6423]",12.6259,True,True,37.9906,38.0528,38.0926
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 E4B,4B,True,0.05,96.67,112.6487,21.859,"[82.4490, 164.7854]",12.6058,True,True,108.4199,139.5149,161.4311
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E4B,4B,False,0.05,90.0,26.4579,5.3965,"[24.2704, 41.8712]",12.6322,True,True,24.507,33.0057,41.6825
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 E4B,4B,True,0.05,56.67,154.0538,12.8367,"[123.5790, 165.1050]",12.6132,True,True,156.9595,165.055,165.0887
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,False,0.05,100.0,25.9115,1.1697,"[23.3601, 26.5985]",12.6036,True,True,26.4607,26.5916,26.5945
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 E4B,4B,True,0.05,90.0,73.6283,8.5249,"[64.9091, 91.7977]",12.5988,True,True,71.5532,85.1723,88.0169
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E4B,4B,False,0.05,100.0,26.9488,0.4366,"[26.5729, 27.6482]",12.6338,True,True,26.9157,26.9939,27.0478
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 E4B,4B,True,0.05,93.33,124.5827,24.289,"[115.6654, 133.4999]",12.6135,True,True,122.2462,158.2677,163.7558
Q01,Give me the movies that have more than four actors with the same birth year,Gemma 4 26B,26B,False,0.05,100.0,88.4003,2.4145,"[87.1761, 93.2749]",3.6758,True,True,87.2213,93.2508,93.2696
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Gemma 4 26B,26B,False,0.05,96.67,439.6079,168.9779,"[171.5536, 583.9122]",3.5472,True,True,515.3165,581.2218,582.6941
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Gemma 4 26B,26B,False,0.05,100.0,132.0203,1.5496,"[131.3801, 135.3182]",3.5794,True,True,131.65,131.9446,133.6046
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Gemma 4 26B,26B,False,0.05,100.0,86.5131,0.5139,"[85.3027, 86.6809]",3.5611,True,True,86.6333,86.665,86.6724
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Gemma 4 26B,26B,False,0.05,100.0,78.3753,1.0632,"[76.9219, 78.6336]",3.5668,True,True,78.5548,78.6245,78.6258
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Gemma 4 26B,26B,False,0.05,100.0,141.3272,0.4213,"[140.6449, 141.9238]",3.5768,True,True,141.2998,141.3679,141.3966
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Gemma 4 26B,26B,False,0.05,100.0,294.3474,55.1293,"[282.6282, 368.2156]",3.5052,True,True,284.9054,285.4527,285.5047
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Gemma 4 26B,26B,False,0.05,100.0,133.3768,2.1937,"[129.8427, 136.0750]",3.5087,True,True,133.4115,135.9444,136.0498
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Gemma 4 26B,26B,False,0.05,100.0,134.2618,0.8355,"[132.4535, 134.7132]",3.5069,True,True,134.589,134.6768,134.6954
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Gemma 4 26B,26B,False,0.05,100.0,500.1453,112.4202,"[148.6718, 589.4500]",3.5003,True,True,473.312,589.3302,589.4184
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Gemma 4 26B,26B,False,0.05,100.0,129.7231,0.6422,"[128.4430, 129.9422]",3.505,True,True,129.8713,129.9205,129.9328
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Gemma 4 26B,26B,False,0.05,100.0,168.4321,2.0543,"[167.5099, 171.2838]",3.5014,True,True,168.1016,168.1848,168.2446
Q13,Give me the movies and its featuring actors that have won an Oscar,Gemma 4 26B,26B,False,0.05,100.0,94.4539,0.1782,"[94.1875, 94.6957]",3.5089,True,True,94.4531,94.5097,94.5435
Q14,Give me the people who have directed or acted in more than 5 occasions,Gemma 4 26B,26B,False,0.05,100.0,91.5641,0.1692,"[91.2883, 91.7815]",3.5094,True,True,91.5736,91.6382,91.7051
Q01,Give me the movies that have more than four actors with the same birth year,Qwen 3.5 9B,9B,False,0.1,100.0,69.75,0.1646,"[69.6895, 69.8104]",4.3871,True,True,69.7748,69.9997,70.035
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Qwen 3.5 9B,9B,False,0.1,96.67,87.8406,73.5723,"[64.0519, 191.1659]",4.3773,True,True,76.9708,77.18,80.4166
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Qwen 3.5 9B,9B,False,0.1,100.0,87.1352,0.1468,"[86.7701, 87.3245]",4.3811,True,True,87.1393,87.2544,87.2691
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Qwen 3.5 9B,9B,False,0.1,100.0,75.9218,0.0789,"[75.8929, 75.9508]",4.3835,True,True,75.9228,76.0281,76.0594
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Qwen 3.5 9B,9B,False,0.1,100.0,68.551,16.4353,"[48.0620, 89.0794]",4.3877,True,True,59.9394,86.5816,87.266
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Qwen 3.5 9B,9B,False,0.1,100.0,70.3128,1.2717,"[69.7103, 73.5036]",4.3881,True,True,69.8371,73.4835,73.4987
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Qwen 3.5 9B,9B,False,0.1,100.0,107.2895,4.6248,"[103.1251, 114.2375]",4.3729,True,True,103.8669,114.097,114.2004
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Qwen 3.5 9B,9B,False,0.1,96.67,97.336,78.9043,"[66.1381, 300.7113]",4.3738,True,True,70.5706,122.6536,190.745
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Qwen 3.5 9B,9B,False,0.1,100.0,88.5065,0.1199,"[88.4625, 88.5505]",4.3802,True,True,88.5424,88.656,88.6601
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Qwen 3.5 9B,9B,False,0.1,100.0,84.4201,0.8568,"[83.6051, 85.8142]",4.3837,True,True,83.9608,85.6937,85.7581
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Qwen 3.5 9B,9B,False,0.1,100.0,103.2894,0.1548,"[102.9874, 103.5381]",4.3766,True,True,103.2851,103.4317,103.4916
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Qwen 3.5 9B,9B,False,0.1,100.0,99.6128,7.7942,"[83.5409, 112.6067]",4.3765,True,True,103.6729,106.8553,109.9242
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.5 9B,9B,False,0.1,100.0,59.4475,4.7475,"[51.5806, 62.8538]",4.3955,True,True,62.1602,62.2501,62.4217
Q14,Give me the people who have directed or acted in more than 5 occasions,Qwen 3.5 9B,9B,False,0.1,100.0,76.6713,3.4971,"[68.2104, 79.5602]",4.3754,True,True,77.6823,78.1047,78.2249
Q01,Give me the movies that have more than four actors with the same birth year,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,103.6007,7.3763,"[98.0528, 120.0024]",2.8926,True,True,100.2703,116.8673,117.4169
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,139.247,6.8135,"[121.9296, 145.2792]",2.8881,True,True,141.6706,143.1186,144.4036
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,162.4434,0.7246,"[160.3496, 163.3914]",2.8739,True,True,162.5012,163.1746,163.2925
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,135.8345,1.0015,"[134.3926, 137.2643]",2.8907,True,True,135.7166,136.9786,137.0987
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,111.002,21.601,"[85.7425, 133.6313]",2.8836,True,True,115.0656,133.4241,133.5028
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,163.8486,2.9693,"[158.8500, 167.4726]",2.8868,True,True,164.495,167.2536,167.3855
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,200.9199,12.9196,"[184.8404, 230.7594]",2.8916,True,True,197.0923,215.5215,227.6728
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,134.3046,13.4218,"[124.0702, 157.9478]",2.8905,True,True,125.921,152.6509,154.1556
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,163.3236,13.4148,"[137.7140, 186.0303]",2.8863,True,True,162.996,184.4267,185.8899
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,190.2259,8.6605,"[187.0464, 193.4055]",2.8796,True,True,191.514,199.0526,202.0455
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,159.4272,0.914,"[158.2277, 161.0334]",2.898,True,True,159.138,160.8969,161.0159
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,96.67,253.1611,96.8002,"[207.5566, 426.7962]",2.8809,True,True,211.4507,312.136,314.0188
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,141.1112,1.769,"[138.6912, 144.9899]",2.8763,True,True,140.9683,142.5512,143.2741
Q14,Give me the people who have directed or acted in more than 5 occasions,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,109.2942,0.731,"[107.9657, 110.6017]",2.8866,True,True,109.3974,109.8267,110.1081
Q01,Give me the movies that have more than four actors with the same birth year,Llama 3.1 8B,8B,False,0.1,100.0,26.214,0.7575,"[25.4412, 27.9536]",8.7159,True,True,26.5039,26.6637,27.2563
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Llama 3.1 8B,8B,False,0.1,100.0,29.9796,1.2535,"[26.9979, 31.1437]",8.6814,True,True,30.5225,31.1054,31.1319
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Llama 3.1 8B,8B,False,0.1,100.0,38.1945,0.042,"[38.1003, 38.2572]",8.4935,True,True,38.1945,38.212,38.2169
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Llama 3.1 8B,8B,False,0.1,100.0,33.6929,10.3627,"[31.4810, 47.7412]",8.507,True,True,31.5296,32.254,32.2665
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Llama 3.1 8B,8B,False,0.1,100.0,35.6307,7.1293,"[27.9773, 53.0410]",8.4902,True,True,32.8277,46.6176,50.1009
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Llama 3.1 8B,8B,False,0.1,90.0,79.1208,63.3194,"[4.6164, 249.9694]",8.4201,True,True,57.1487,154.2014,249.8513
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Llama 3.1 8B,8B,False,0.1,100.0,45.6805,4.4038,"[41.5223, 58.5656]",8.4801,True,True,45.0703,48.5511,56.3262
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Llama 3.1 8B,8B,False,0.1,100.0,32.1449,2.3129,"[24.2406, 33.2953]",8.4854,True,True,33.254,33.28,33.2878
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Llama 3.1 8B,8B,False,0.1,100.0,35.1231,6.4526,"[24.6289, 45.5611]",8.4897,True,True,33.5608,45.1805,45.3985
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Llama 3.1 8B,8B,False,0.1,96.67,45.6218,4.6155,"[40.8711, 55.7122]",8.4732,True,True,42.9873,50.4832,52.9435
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Llama 3.1 8B,8B,False,0.1,100.0,32.8356,2.5972,"[30.7063, 37.3378]",8.4531,True,True,31.223,37.1021,37.2201
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Llama 3.1 8B,8B,False,0.1,100.0,66.3748,36.2187,"[43.1488, 145.6517]",8.4254,True,True,46.5633,124.7023,131.927
Q13,Give me the movies and its featuring actors that have won an Oscar,Llama 3.1 8B,8B,False,0.1,100.0,33.7379,4.8735,"[25.9541, 39.7785]",8.472,True,True,32.7569,39.3385,39.3412
Q14,Give me the people who have directed or acted in more than 5 occasions,Llama 3.1 8B,8B,False,0.1,100.0,34.7355,1.5399,"[32.1916, 36.6784]",8.4643,True,True,33.7862,36.6563,36.666
