Query ID,Query Text,Name,Parameters,Thinking,Temperature,Valid JSON Rate,Avg IT (s),Std Dev IT (s),95% CI (IT),Generation Throughput (tokens/s),G_Cypher,G_Sparql,P50 IT (s),P90 IT (s),P95 IT (s)
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,135.8345,1.0015,"[134.3926, 137.2643]",2.8907,True,True,135.7166,136.9786,137.0987
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,111.002,21.601,"[85.7425, 133.6313]",2.8836,True,True,115.0656,133.4241,133.5028
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,163.8486,2.9693,"[158.8500, 167.4726]",2.8868,True,True,164.495,167.2536,167.3855
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,200.9199,12.9196,"[184.8404, 230.7594]",2.8916,True,True,197.0923,215.5215,227.6728
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,134.3046,13.4218,"[124.0702, 157.9478]",2.8905,True,True,125.921,152.6509,154.1556
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,0.0,163.3236,13.4148,"[137.7140, 186.0303]",2.8863,True,True,162.996,184.4267,185.8899
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,190.2259,8.6605,"[187.0464, 193.4055]",2.8796,True,True,191.514,199.0526,202.0455
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,159.4272,0.914,"[158.2277, 161.0334]",2.898,True,True,159.138,160.8969,161.0159
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,96.67,253.1611,96.8002,"[207.5566, 426.7962]",2.8809,True,True,211.4507,312.136,314.0188
Q13,Give me the movies and its featuring actors that have won an Oscar,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,141.1112,1.769,"[138.6912, 144.9899]",2.8763,True,True,140.9683,142.5512,143.2741
Q14,Give me the people who have directed or acted in more than 5 occasions,Qwen 3.6 35B-A3B,35B-A3B,False,0.1,100.0,109.2942,0.731,"[107.9657, 110.6017]",2.8866,True,True,109.3974,109.8267,110.1081
Q01,Give me the movies that have more than four actors with the same birth year,Llama 3.1 8B,8B,False,0.1,100.0,26.214,0.7575,"[25.4412, 27.9536]",8.7159,True,True,26.5039,26.6637,27.2563
Q02,Give me the movies that have more than four actors born in the same year as another actor in the cast,Llama 3.1 8B,8B,False,0.1,100.0,29.9796,1.2535,"[26.9979, 31.1437]",8.6814,True,True,30.5225,31.1054,31.1319
Q03,"Give me the director and actors of any 1990 movie, provided that one of the actors was born in 2002",Llama 3.1 8B,8B,False,0.1,100.0,38.1945,0.042,"[38.1003, 38.2572]",8.4935,True,True,38.1945,38.212,38.2169
Q04,"Give me the shortest path between Article where title is Open sets satisfying systems of congruences and Report, with report_id equal 5049b80a2935f95cc95cf14dbfb8c610, including the nodes on the path!",Llama 3.1 8B,8B,False,0.1,100.0,33.6929,10.3627,"[31.4810, 47.7412]",8.507,True,True,31.5296,32.254,32.2665
Q05,Give me the name of the Application that has the most incoming connections from other Applications,Llama 3.1 8B,8B,False,0.1,100.0,35.6307,7.1293,"[27.9773, 53.0410]",8.4902,True,True,32.8277,46.6176,50.1009
Q06,Give me the nodes that are 3 hops away from Keyword for which key_id=6ded85146e3dbfb1bb866831b8948f5b!,Llama 3.1 8B,8B,False,0.1,90.0,79.1208,63.3194,"[4.6164, 249.9694]",8.4201,True,True,57.1487,154.2014,249.8513
Q07,Give me the movies that have an actor with more salary than Meryl Streep and Clint Eastwood together,Llama 3.1 8B,8B,False,0.1,100.0,45.6805,4.4038,"[41.5223, 58.5656]",8.4801,True,True,45.0703,48.5511,56.3262
Q08,Give me the actors whose father is among the top 5 highest-paid directors,Llama 3.1 8B,8B,False,0.1,100.0,32.1449,2.3129,"[24.2406, 33.2953]",8.4854,True,True,33.254,33.28,33.2878
Q09,Give me the movies that have no actors that have work with Meryl Streep in any movie,Llama 3.1 8B,8B,False,0.1,100.0,35.1231,6.4526,"[24.6289, 45.5611]",8.4897,True,True,33.5608,45.1805,45.3985
Q10,Give me the movies where all the main actors have won more awards than any Argentine actor,Llama 3.1 8B,8B,False,0.1,96.67,45.6218,4.6155,"[40.8711, 55.7122]",8.4732,True,True,42.9873,50.4832,52.9435
Q11,Give me the actors who got married in 1980 where one of them appears in The Matrix?,Llama 3.1 8B,8B,False,0.1,100.0,32.8356,2.5972,"[30.7063, 37.3378]",8.4531,True,True,31.223,37.1021,37.2201
Q12,Give me the actors of The Matrix along with the three actors who have acted the most in any movie with them,Llama 3.1 8B,8B,False,0.1,100.0,66.3748,36.2187,"[43.1488, 145.6517]",8.4254,True,True,46.5633,124.7023,131.927
Q13,Give me the movies and its featuring actors that have won an Oscar,Llama 3.1 8B,8B,False,0.1,100.0,33.7379,4.8735,"[25.9541, 39.7785]",8.472,True,True,32.7569,39.3385,39.3412
Q14,Give me the people who have directed or acted in more than 5 occasions,Llama 3.1 8B,8B,False,0.1,100.0,34.7355,1.5399,"[32.1916, 36.6784]",8.4643,True,True,33.7862,36.6563,36.666
